,blyxrs,blzyl,cxbj,date,dateDigit,dateDigitSeparator,day,fxbj,jgpxzd,jxb_id,jxbmc,jxbzls,kch,kch_id,kcmc,kcrow,kklxdm,kzmc,listnav,localeKey,month,pageTotal,pageable,queryModel,rangeable,totalResult,userModel,xf,xxkbj,year,yxzrs,sftj
18,0,20,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB02747CD28652ECE0530207010AB843,(2023-2024-1)-1100430011029-02,1,1100430011029,1100430011029,理论力学A2,6,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,20,
19,0,18,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,001DDAB0CF620610E0630207010A7142,(2023-2024-1)-1100610015131-01,1,1100610015131,1100610015131,法语1,7,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",9.0,0,2023,12,
20,0,81,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FD0E52B5D0931CEDE0530207010A11F4,(2023-2024-1)-1100610015133-01,1,1100610015133,1100610015133,法语3,8,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",9.0,0,2023,3,
21,7,6,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAEE1B7468DA5111E0530107010AE772,(2023-2024-1)-1100630011016-02,1,1100630011016,1100630011016,微生物及免疫学,9,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,34,
22,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FADAD635476A7398E0530107010A33F6,(2023-2024-1)-1100630011016-01,1,1100630011016,1100630011016,微生物及免疫学,9,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,34,
23,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAEE7939A83BD5C1E0530207010AAA9B,(2023-2024-1)-1100630011057-01,1,1100630011057,1100630011057,有机化学（下）,10,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,34,
24,6,7,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAEE7939A85AD5C1E0530207010AAA9B,(2023-2024-1)-1100630011057-02,1,1100630011057,1100630011057,有机化学（下）,10,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,33,
25,1,3,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAEEC696F844FFE3E0530207010A32C2,(2023-2024-1)-1100630011058-02,1,1100630011058,1100630011058,有机化学实验（下）,11,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",1.0,0,2023,32,
26,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAEE7939A869D5C1E0530207010AAA9B,(2023-2024-1)-1100630011058-01,1,1100630011058,1100630011058,有机化学实验（下）,11,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",1.0,0,2023,34,
27,9,20,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB26FD4540425235E0530207010A0160,(2023-2024-1)-1100740011001-19,1,1100740011001,1100740011001,形势与政策1,12,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",0.5,0,2023,159,
28,0,-2,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FFC970E552D3F614E0530207010A1A7B,(2023-2024-1)-1100740011001-51,1,1100740011001,1100740011001,形势与政策1,12,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",0.5,0,2023,202,
29,13,21,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FCCC45B558977636E0530107010A86B6,(2023-2024-1)-1100740011003-37,1,1100740011003,1100740011003,形势与政策3,13,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",0.5,0,2023,162,
30,6,16,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F92E8F996F684E97E0530107010A79DE,(2023-2024-1)-1100740011003-01,1,1100740011003,1100740011003,形势与政策3,13,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",0.5,0,2023,210,
31,36,43,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB257309BF89204BE0530107010AB761,(2023-2024-1)-1100740011003-18,1,1100740011003,1100740011003,形势与政策3,13,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",0.5,0,2023,142,
32,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8ABB6AAF316B6E0530207010AC4CB,(2023-2024-1)-1100840011003-08,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,67,
33,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F7E9827FD1CFD9E0530107010A1152,(2023-2024-1)-1100840011003-03,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,70,
34,10,63,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8936F6D7265C1E0530107010AD4D0,(2023-2024-1)-1100840011003-04,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,17,
35,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8936F6D5765C1E0530107010AD4D0,(2023-2024-1)-1100840011003-02,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,70,
36,2,2,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8936F6D4365C1E0530107010AD4D0,(2023-2024-1)-1100840011003-01,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,76,
37,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8D1322F56ADC3E0530107010AB865,(2023-2024-1)-1100840011003-06,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,78,
38,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F8D1322F53ADC3E0530107010AB865,(2023-2024-1)-1100840011003-05,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,78,
39,12,12,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F6C5A657906B1AE0530207010A30A7,(2023-2024-1)-1100840011003-07,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,78,
40,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9F90416E07349FFE0530207010A2AAB,(2023-2024-1)-1100840011003-09,1,1100840011003,1100840011003,C语言程序设计,14,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,66,
41,3,3,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FA15A9E38BDFAE13E0530207010A2CAE,(2023-2024-1)-1100840011008-02,1,1100840011008,1100840011008,数字人文,15,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,48,
42,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FA1F2F674E26332AE0530107010A26FA,(2023-2024-1)-1100840011008-03,1,1100840011008,1100840011008,数字人文,15,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,27,
43,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,F9BCA48FB4A426D5E0530207010A59E0,(2023-2024-1)-1100840011012-03,1,1100840011012,1100840011012,大数据分析与处理,16,01,跨学院公共基础课,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",2.0,0,2023,63,
